,all,cluster_tokens,cluster_No,Clu_name
82,"['второй', 'волна', 'воз', 'закрывать', 'видео', 'находить', 'европа', 'осень', 'сми', 'трамп', 'стоить', 'эпидемия', 'давать', 'цена', 'директор', 'центр', 'уровень', 'эксперт', 'интервью', 'гулять', 'грузия', 'выпуск', 'падение', 'повод', 'заниматься', 'написать', 'дата', 'канал', 'партия', 'отсутствие', 'сын', 'говорить', 'эфир', 'слово', 'спад', 'сезон', 'заболеваемость', 'везде', 'нефть', 'протекать', 'уверенный', 'призывать', 'товар', 'финансировать', 'трудиться', 'бывший', 'неэффективный', 'гробить', 'близкие', 'пиздец']","['элита', 'илларионов', 'критика', 'преступный', 'михалков', 'партия', 'российский', 'скандал', 'конспирология', 'порошенко', 'кургинян', 'итальянский', 'бунт', 'теория', 'американский', 'путинский', 'либеральный', 'очередной', 'авторитарный', 'канцлер', 'идея', 'аваков', 'избранный', 'противостояние', 'шведский', 'кс', 'прорыв', 'недовольство', 'вашингтон', 'путин', 'критиковать', 'политик', 'причастный', 'народный', 'всемирный', 'мнение', 'бла', 'демократ', 'демократия', 'обвинять', 'чиновник', 'союзник', 'эрдоган', 'слово', 'билл', 'конспиролог', 'сорос', 'истерия', 'лукашенко', 'разоблачать', 'отставка', 'михалкова', 'меркель', 'кремль', 'бесогон', 'лидер', 'пекин', 'некомпетентный', 'американец', 'сми', 'олигарх', 'событие', 'кандидат', 'воз', 'выступление', 'чипирование', 'халатность', 'информационный', 'сенатор', 'заговор', 'разговор', 'гейтс', 'дезинформация', 'украинский', 'белорусский', 'политика', 'коррупция', 'белый', 'коломойский', 'кремлевский', 'кампания', 'выборы', 'влиятельный', 'либерал', 'батька', 'утверждение', 'трамп', 'заявление', 'дональд', 'повод', 'пропаганда', 'санкция', 'послание', 'слуга', 'афера', 'зеленский', 'президент', 'расследование', 'ругать', 'популизм', 'сообщество', 'греф', 'нация', 'политический']",19,"Politics, Conspirology"
83,"['госдума', 'блокировка', 'депутат', 'проблема', 'тан', 'муниципалитет', 'очаг', 'справляться', 'собрание', 'поправка', 'ингушетия', 'александр', 'уважение', 'богатый', 'голосование', 'отставка', 'внимание', 'делать', 'третий', 'оставлять', 'война', 'вносить', 'решать', 'кабардино-балкария', 'последствие', 'документ', 'удмуртия', 'административный', 'прочитывать', 'обнулиться', 'ога', 'мурманск', 'гостиница', 'кожевников', 'технология', 'прибор', 'заходить', 'куча', 'единственный', 'мало', 'приложение', 'дистанцирование', 'вебинар', 'заканчиваться', 'влияние', 'грузия', 'вопрос', 'час', 'защита']","['ключевой', 'пространство', 'здравоохранение', 'медицина', 'сигнал', 'человеческий', 'быстрый', 'очередь', 'необходимый', 'смена', 'часть', 'отношение', 'вид', 'единственно', 'готовый', 'путь', 'вопрос', 'высокий', 'взгляд', 'борьба', 'обстановка', 'превентивный', 'развитие', 'массовый', 'неэффективный', 'сложный', 'угроза', 'настоящий', 'медицинский', 'вывод', 'образ', 'помощь', 'нынешний', 'современный', 'шаг', 'недостаток', 'процесс', 'изменение', 'необходимо', 'побочный', 'появление', 'наличие', 'точка', 'условие', 'уровень', 'связь', 'искусственный', 'тщательный', 'опасный', 'ответ', 'способ', 'эпидемия', 'отсутствие', 'предотвращение', 'усилие', 'жизненный', 'масштабный', 'польза', 'социальный', 'здоровье', 'недостаточно', 'способный', 'факт', 'единственный', 'ошибка', 'безопасный', 'далее', 'отдельный', 'активность', 'должно', 'пример', 'спасение', 'ядерный', 'замедление', 'разный', 'огромный', 'реализация', 'практика', 'взаимный', 'достаточный', 'сторона', 'план', 'дополнительный', 'полностью', 'контакт', 'чисто', 'распространение', 'например', 'цель', 'следовать', 'проблема', 'системный', 'данный', 'форма', 'также', 'ситуация', 'место', 'причина', 'прямой', 'ответственный', 'серьезный', 'реальный', 'риск', 'решение', 'помогать', 'явление', 'применение', 'защита', 'критически', 'зрение', 'общество', 'эффективный', 'нуждаться', 'влияние', 'сохранение', 'полный', 'зависимость', 'должный', 'различный', 'последствие', 'уязвимый', 'важно', 'усиление', 'система', 'возможность', 'пандемия', 'необходимость', 'опыт', 'принцип', 'вызов', 'вред', 'будущее', 'правильный', 'постсоветский', 'существовать', 'сила', 'трудность', 'возможный', 'полезный', 'вариант', 'ряд', 'важный', 'эффективность']",0,COVID threat & fight
84,"['карантин', 'мочь', 'день', 'год', 'больница', 'первый', 'жизнь', 'врач', 'медик', 'проходить', 'вакцина', 'получать', 'россиянин', 'вирус', 'город', 'российский', 'выходить', 'начинать', 'хотеть', 'оставаться', 'препарат', 'работа', 'медицинский', 'пандемия', 'доктор', 'волгоградский', 'снимать', 'гражданин', 'вопрос', 'смочь', 'большой', 'работать', 'тест', 'группа', 'понимать', 'организация', 'ситуация', 'делать', 'пик', 'депутат', 'правда', 'вид', 'сколько', 'лечить']","['исчезать', 'наблюдать', 'обычный', 'делать', 'выживать', 'желать', 'быстро', 'решать', 'научаться', 'лично', 'сказать', 'интересно', 'далеко', 'момент', 'выглядеть', 'правильно', 'бывать', 'надеяться', 'страх', 'серьезно', 'заставлять', 'видеть', 'невозможно', 'доходить', 'идти', 'пропадать', 'давно', 'завтра', 'думать', 'ждать', 'вообще', 'понимать', 'шутка', 'точно', 'поэтому', 'придумывать', 'рано', 'понятно', 'внезапно', 'близкий', 'вещь', 'гробить', 'где-то', 'просто', 'сразу', 'недовольный', 'ясно', 'подумать', 'простой', 'сегодня', 'сколько', 'итог', 'стоять', 'забывать', 'фигня', 'тупой', 'виноватый', 'привычный', 'начинать', 'тревога', 'смочь', 'голодный', 'ощущение', 'значить', 'происходить', 'сожаление', 'умный', 'чувствовать', 'пора', 'подходить', 'переживать', 'похоже', 'бояться', 'смысл', 'снова', 'реальность', 'убивать', 'уставать', 'нормальный', 'хороший', 'приходиться', 'наоборот', 'черт', 'чуть-чуть', 'окончательно', 'паника', 'глаз', 'скоро', 'смешной', 'уверенный', 'сначала', 'россиянин', 'рука', 'че', 'вовремя', 'абсолютно', 'стоить', 'беда', 'куча', 'ошибаться', 'очень', 'кстати', 'нужно', 'маленький', 'опасно', 'настроение', 'поменять', 'голод', 'продолжать', 'нужный', 'белорус', 'сильно', 'время', 'пытаться', 'пиздец', 'дело', 'редко', 'возможно', 'хозяин', 'паниковать', 'откуда', 'главное', 'смотреть', 'зараза', 'страшно', 'хотеть', 'везде', 'плюс', 'плохо', 'получаться', 'посмотреть', 'голова', 'верить', 'удаваться', 'плохой', 'страшный', 'прежний', 'долго', 'насколько', 'говорить', 'жопа', 'осознавать', 'блять', 'итальянец', 'корона', 'заложник', 'хотеться', 'давать', 'сука', 'целый', 'становиться', 'увидеть', 'ум', 'значит', 'логика', 'назад', 'слушать', 'часто', 'природа', 'держаться', 'мочь', 'пойти', 'постепенно', 'мало', 'правда', 'настолько', 'замечать', 'планета', 'почему', 'знать', 'народ', 'жизнь', 'китаец', 'казаться', 'мир', 'короче', 'равный', 'гораздо', 'действительно', 'немного', 'особенно', 'параллельный', 'надоедать']",9,"Sensations: fear, panic, etc."
85,"['друг', 'факт', 'устанавливать', 'фон', 'требовать', 'метро', 'информационный', 'средний', 'девушка', 'мост', 'привет', 'подряд', 'поддерживать', 'лекарство', 'оплата', 'безработный', 'рано', 'новорожденный', 'ждать', 'бюджет', 'образ', 'находить', 'стоять', 'турист', 'вместе', 'продуктовый', 'доброволец', 'обзор', 'вред', 'быдло', 'сполна', 'токо', 'маршрут', 'лотошинский', 'овечкин', 'выяснять', 'вес', 'стабильность', 'фестиваль', 'единственный', 'жкх', 'завод', 'публицистика', 'население', 'история', 'где-то', 'должный', 'южный', 'симптом', 'владимир']","['ключевой', 'пространство', 'здравоохранение', 'медицина', 'сигнал', 'человеческий', 'быстрый', 'очередь', 'необходимый', 'смена', 'часть', 'отношение', 'вид', 'единственно', 'готовый', 'путь', 'вопрос', 'высокий', 'взгляд', 'борьба', 'обстановка', 'превентивный', 'развитие', 'массовый', 'неэффективный', 'сложный', 'угроза', 'настоящий', 'медицинский', 'вывод', 'образ', 'помощь', 'нынешний', 'современный', 'шаг', 'недостаток', 'процесс', 'изменение', 'необходимо', 'побочный', 'появление', 'наличие', 'точка', 'условие', 'уровень', 'связь', 'искусственный', 'тщательный', 'опасный', 'ответ', 'способ', 'эпидемия', 'отсутствие', 'предотвращение', 'усилие', 'жизненный', 'масштабный', 'польза', 'социальный', 'здоровье', 'недостаточно', 'способный', 'факт', 'единственный', 'ошибка', 'безопасный', 'далее', 'отдельный', 'активность', 'должно', 'пример', 'спасение', 'ядерный', 'замедление', 'разный', 'огромный', 'реализация', 'практика', 'взаимный', 'достаточный', 'сторона', 'план', 'дополнительный', 'полностью', 'контакт', 'чисто', 'распространение', 'например', 'цель', 'следовать', 'проблема', 'системный', 'данный', 'форма', 'также', 'ситуация', 'место', 'причина', 'прямой', 'ответственный', 'серьезный', 'реальный', 'риск', 'решение', 'помогать', 'явление', 'применение', 'защита', 'критически', 'зрение', 'общество', 'эффективный', 'нуждаться', 'влияние', 'сохранение', 'полный', 'зависимость', 'должный', 'различный', 'последствие', 'уязвимый', 'важно', 'усиление', 'система', 'возможность', 'пандемия', 'необходимость', 'опыт', 'принцип', 'вызов', 'вред', 'будущее', 'правильный', 'постсоветский', 'существовать', 'сила', 'трудность', 'возможный', 'полезный', 'вариант', 'ряд', 'важный', 'эффективность']",0,COVID threat & fight
86,"['пандемия', 'борьба', 'страна', 'сша', 'помощь', 'ребенок', 'китай', 'видео', 'тема', 'социальный', 'условие', 'трамп', 'мера', 'воз', 'подмосковье', 'помогать', 'предлагать', 'дезинфекция', 'принимать', 'экономика', 'вводить', 'предприятие', 'конец', 'италия', 'пойти', 'опыт', 'сотрудник', 'опасный', 'семья', 'полностью', 'поддержка', 'вспышка', 'предприниматель', 'провожать', 'тасс', 'артист', 'пресс-секретарь', 'санкт-петербург', 'событие', 'ощущение', 'исчезать', 'труп', 'потерять', 'кровь']","['ключевой', 'пространство', 'здравоохранение', 'медицина', 'сигнал', 'человеческий', 'быстрый', 'очередь', 'необходимый', 'смена', 'часть', 'отношение', 'вид', 'единственно', 'готовый', 'путь', 'вопрос', 'высокий', 'взгляд', 'борьба', 'обстановка', 'превентивный', 'развитие', 'массовый', 'неэффективный', 'сложный', 'угроза', 'настоящий', 'медицинский', 'вывод', 'образ', 'помощь', 'нынешний', 'современный', 'шаг', 'недостаток', 'процесс', 'изменение', 'необходимо', 'побочный', 'появление', 'наличие', 'точка', 'условие', 'уровень', 'связь', 'искусственный', 'тщательный', 'опасный', 'ответ', 'способ', 'эпидемия', 'отсутствие', 'предотвращение', 'усилие', 'жизненный', 'масштабный', 'польза', 'социальный', 'здоровье', 'недостаточно', 'способный', 'факт', 'единственный', 'ошибка', 'безопасный', 'далее', 'отдельный', 'активность', 'должно', 'пример', 'спасение', 'ядерный', 'замедление', 'разный', 'огромный', 'реализация', 'практика', 'взаимный', 'достаточный', 'сторона', 'план', 'дополнительный', 'полностью', 'контакт', 'чисто', 'распространение', 'например', 'цель', 'следовать', 'проблема', 'системный', 'данный', 'форма', 'также', 'ситуация', 'место', 'причина', 'прямой', 'ответственный', 'серьезный', 'реальный', 'риск', 'решение', 'помогать', 'явление', 'применение', 'защита', 'критически', 'зрение', 'общество', 'эффективный', 'нуждаться', 'влияние', 'сохранение', 'полный', 'зависимость', 'должный', 'различный', 'последствие', 'уязвимый', 'важно', 'усиление', 'система', 'возможность', 'пандемия', 'необходимость', 'опыт', 'принцип', 'вызов', 'вред', 'будущее', 'правильный', 'постсоветский', 'существовать', 'сила', 'трудность', 'возможный', 'полезный', 'вариант', 'ряд', 'важный', 'эффективность']",0,COVID threat & fight
87,"['читать', 'интернет', 'газета', 'ежедневный', 'флудилка', 'пермский', 'штаб', 'край', 'подробно', 'информация', 'оперативный', 'опубликовывать', 'пермь', 'коронавь', 'футбольный', 'предыдущий', 'пост', 'уровень', 'коронавир', 'чусовой', 'заказывать', 'вход', 'bloomberg', 'клинический', 'жительница', 'обнаруживать', 'пневмония', 'лагерь', 'планировать', 'сводка', 'всадник', 'резкий', 'банкомат', 'математика', 'бизнесмен', 'тц', 'данные', 'головной', 'догонять', 'карательный', 'фитр', 'глава', 'тыс']","['материал', 'нажимать', 'доклад', 'подписываться', 'russia', 'просмотр', 'опубликовывать', 'мема', 'видео', 'сообщение', 'bloomberg', 'памятка', 'блог', 'вконтакте', 'эдуард', 'опрос', 'york', 'запись', 'роман', 'канал', 'тег', 'издание', 'апр', 'разбор', 'читать', 'чат', 'сводка', 'медиа', 'версия', 'тема', 'популярный', 'интересный', 'stampa', 'произведение', 'реклама', 'портал', 'твиттер', 'дневник', 'клип', 'инфографика', 'конфиденциальность', 'сайт', 'стих', 'прочитывать', 'репост', 'сериал', 'ссылка', 'сеть', 'текст', 'почитать', 'лента', 'post', 'выпуск', 'контент', 'источник', 'по-русски', 'интернет', 'автор', 'книга', 'картинка', 'подписчик', 'челлендж', 'волновой', 'coronavirus', 'отчет', 'твитов', 'тв', 'информация', 'видеоролик', 'лайк', 'психология', 'публикация', 'написать', 'векторный', 'список', 'times', 'статья', 'обзор', 'pro', 'свежий', 'актуальный', 'nature', 'петиция', 'издательство', 'газета', 'сюжет', 'пост', 'la', 'писать', 'ролик', 'новинка', 'ходос', 'инстаграм', 'открытый', 'фейк', 'журнал', 'комментарий', 'раздел', 'вскрываться', 'новость', 'значок', 'серия', 'манифест', 'фото']",16,Information sources
88,"['луганский', 'донецкий', 'сан', 'ослабление', 'тан', 'готовый', 'моз', 'пояснять', 'разоблачать', 'раскрывать', 'сказать', 'эфир', 'народ', 'лично', 'отвечать', 'прогноз', 'волгоград', 'почему', 'тренировочный', 'оформлять', 'лето', 'адамдар', 'ауыр', 'иностранец', 'влиятельный', 'дерек', 'побывать', 'пук', 'беттмэн', 'ефимов', 'спортсмен', 'стационар', 'серьезный', 'руб', 'мвд', 'проверять', 'училка', 'кадыров', 'сразу', 'екатеринбург', 'носить', 'город', 'врач', 'больной']","['краснодарский', 'ингушетия', 'мытищи', 'татарстан', 'тенгиз', 'харьковский', 'сочи', 'марья', 'пресс-служба', 'эл', 'волгоград', 'минск', 'кубань', 'питер', 'оренбург', 'шавааль', 'подмосковье', 'свердловский', 'местный', 'иркутск', 'удмуртия', 'урал', 'киевский', 'баку', 'филиал', 'калгари', 'задерживать', 'оккупировать', 'столичный', 'оренбуржье', 'вороновский', 'якутия', 'прикамье', 'тигрица', 'гайский', 'шаабан', 'александровский', 'квебек', 'донецкий', 'ога', 'чувашия', 'башкортостан', 'красноярск', 'село', 'тульский', 'ростовский', 'жительница', 'кузбасс', 'оккупационный', 'астрахань', 'russianireland', 'кавказский', 'сотрудница', 'месторождение', 'пермский', 'происшествие', 'ленобласть', 'саратовский', 'чечня', 'омск', 'краснодар', 'республиканский', 'район', 'владикавказ', 'муниципалитет', 'донецк', 'novosibirsk', 'нижегородский', 'карелия', 'мурманск', 'воронежский', 'осетия', 'санкт-петербург', 'интернат', 'новосибирск', 'северо', 'киев', 'алматы', 'край', 'альберта', 'петербург', 'московский', 'гай', 'алексин', 'мариуполь', 'сан', 'марта', 'округ', 'екатеринбург', 'пермь', 'вахтовик', 'луганский', 'кабардино-балкария', 'волгоградский', 'обсерватор', 'столица', 'поволжье', 'флудилка', 'крым', 'мордовия', 'ул', 'ордло', 'султан']",25,Regional events
89,"['ум', 'верить', 'борис', 'лекарство', 'включать', 'крутой', 'перечень', 'церковь', 'баку', 'приносить', 'ошибка', 'зрение', 'разрабатывать', 'формат', 'жить', 'заявлять', 'сезон', 'занести', 'благодарить', 'страх', 'способный', 'словакия', 'нихау', 'херня', 'влезать', 'траур', 'пропускать', 'митинг', 'везде', 'ковид', 'испытание', 'домашний', 'коллега', 'очки', 'преступление', 'нуждаться', 'анекдот', 'окно', 'смольный', 'возникать', 'причина', 'впервые', 'российский', 'отменять']","['исчезать', 'наблюдать', 'обычный', 'делать', 'выживать', 'желать', 'быстро', 'решать', 'научаться', 'лично', 'сказать', 'интересно', 'далеко', 'момент', 'выглядеть', 'правильно', 'бывать', 'надеяться', 'страх', 'серьезно', 'заставлять', 'видеть', 'невозможно', 'доходить', 'идти', 'пропадать', 'давно', 'завтра', 'думать', 'ждать', 'вообще', 'понимать', 'шутка', 'точно', 'поэтому', 'придумывать', 'рано', 'понятно', 'внезапно', 'близкий', 'вещь', 'гробить', 'где-то', 'просто', 'сразу', 'недовольный', 'ясно', 'подумать', 'простой', 'сегодня', 'сколько', 'итог', 'стоять', 'забывать', 'фигня', 'тупой', 'виноватый', 'привычный', 'начинать', 'тревога', 'смочь', 'голодный', 'ощущение', 'значить', 'происходить', 'сожаление', 'умный', 'чувствовать', 'пора', 'подходить', 'переживать', 'похоже', 'бояться', 'смысл', 'снова', 'реальность', 'убивать', 'уставать', 'нормальный', 'хороший', 'приходиться', 'наоборот', 'черт', 'чуть-чуть', 'окончательно', 'паника', 'глаз', 'скоро', 'смешной', 'уверенный', 'сначала', 'россиянин', 'рука', 'че', 'вовремя', 'абсолютно', 'стоить', 'беда', 'куча', 'ошибаться', 'очень', 'кстати', 'нужно', 'маленький', 'опасно', 'настроение', 'поменять', 'голод', 'продолжать', 'нужный', 'белорус', 'сильно', 'время', 'пытаться', 'пиздец', 'дело', 'редко', 'возможно', 'хозяин', 'паниковать', 'откуда', 'главное', 'смотреть', 'зараза', 'страшно', 'хотеть', 'везде', 'плюс', 'плохо', 'получаться', 'посмотреть', 'голова', 'верить', 'удаваться', 'плохой', 'страшный', 'прежний', 'долго', 'насколько', 'говорить', 'жопа', 'осознавать', 'блять', 'итальянец', 'корона', 'заложник', 'хотеться', 'давать', 'сука', 'целый', 'становиться', 'увидеть', 'ум', 'значит', 'логика', 'назад', 'слушать', 'часто', 'природа', 'держаться', 'мочь', 'пойти', 'постепенно', 'мало', 'правда', 'настолько', 'замечать', 'планета', 'почему', 'знать', 'народ', 'жизнь', 'китаец', 'казаться', 'мир', 'короче', 'равный', 'гораздо', 'действительно', 'немного', 'особенно', 'параллельный', 'надоедать']",9,"Sensations: fear, panic, etc."
90,"['аз', 'страшно', 'алматы', 'ба', 'китайский', 'отчет', 'снижение', 'оставлять', 'заболеваемость', 'дар', 'примерный', 'возобновляться', 'запах', 'педаль', 'поручение', 'контроль', 'авторитарный', 'police', 'рабочий', 'аналитик', 'беременный', 'статья', 'пикет', 'заговор', 'тело', 'приказывать', 'художник', 'машина', 'грозный', 'рубеж', 'небольшой', 'воронежский', 'например', 'преодолевать', 'возвращаться', 'премьер-министр', 'полный', 'медиа', 'гурьевский', 'отслеживание', 'вороновский', 'некомпетентный', 'сломать', 'болуша', 'проделка', 'расширяться', 'плакат', 'системный', 'обыденность', 'банега']","['пластилин', 'беттмэн', 'саули', 'фк', 'swift', 'коворкинг', 'птицевод', 'байн', 'высочество', 'запахнуть', 'болуша', 'ильинка', 'плотить', 'ниинист', 'оставайтесьдома', 'bank', 'лубянка', 'ницэм', 'хреновация', 'болда', 'проделка', 'рива', 'принцесса', 'типографский', 'сполна', 'лор', 'маршал', 'серебряный', 'мясницкий', 'добъем', 'лилия', 'тан', 'аз', 'чусовой', 'китай-город', 'сема', 'отримувач', 'бойынш', 'деджанта', 'побриться', 'бна', 'ребус', 'выпиливать', 'саргон', 'инфекциясын', 'проебывать', 'тинькова', 'нутро', 'гуртоваться', 'публицистика', 'коагулопатия', 'bic', 'вирусын', 'сиплость', 'коронавир', 'согол', 'ветлужский', 'флирт', 'чындык', 'абдель', 'канитель', 'манышин', 'главком', 'психосоматика', 'немецко', 'коучинг', 'барчук', 'ро', 'pravda', 'адамдар', 'никурадзе', 'месторасположение', 'помог', 'пригожина', 'ссыль', 'мара', 'терентьева', 'ted', 'погребняк', 'лучшедомо', 'пам', 'банега', 'салман', 'охотный', 'фитр', 'авито', 'ивахно', 'любимова', 'гурьевский', 'катафалк', 'налысый', 'преступленияроссия', 'витолльный', 'училка', 'калуга', 'рэп', 'овечкин', 'ave', 'лотошинский', 'code', 'чтопосмотретьвирландия', 'моргунова', 'moscow', 'архитектура', 'нашагазета', 'рыбалко', 'оптовик', 'police', 'ауыр', 'кыргызский', 'здоровьевприоритет', 'вырубка', 'russian', 'sergeytarutin', 'адам', 'экзема', 'кожевников', 'лиманский', 'тви', 'шарада', 'мордор', 'tiktok', 'мос', 'рукамосква', 'тамаша', 'сверхкороткий', 'гамалея', 'коронавируст', 'хмельницкий', 'utm', 'нихау', 'гум', 'square', 'нападающий', 'мариам', 'шлезингер', 'yushchuk', 'ба', 'подавленный', 'туранчокс', 'коронавь', 'эмча', 'сподвигнуть', 'уничтожающий', 'коронавирустать', 'считаный', 'hse', 'lubyanka', 'rolling', 'бабенко', 'сатановский', 'дерек', 'купальник', 'менить', 'пук', 'облысында', 'короноситуация', 'табуировать', 'adidas', 'чарли', 'зарядье', 'облысый']",3,Random talk
91,"['онлайн', 'ситуация', 'час', 'связь', 'политический', 'брифинг', 'ростовский', 'нижегородский', 'башкортостан', 'региональный', 'европа', 'расписание', 'пресс-центр', 'чувашия', 'информирование', 'поволжье', 'саратовский', 'обстановка', 'красный', 'очаг', 'встреча', 'обсерватор', 'тренировка', 'мальцев', 'воскресный', 'белецкий', 'соратник', 'вячеслав', 'заявление', 'заявлять', 'реальный', 'проблема', 'причина', 'кстати', 'маршал', 'трудность', 'мутировать', 'потратить', 'говориться', 'тщательный', 'ниинист', 'виртуальный', 'маленький', 'свободно', 'омск', 'добиваться', 'коворкинг', 'просмотр', 'погребняк', 'область']","['ключевой', 'пространство', 'здравоохранение', 'медицина', 'сигнал', 'человеческий', 'быстрый', 'очередь', 'необходимый', 'смена', 'часть', 'отношение', 'вид', 'единственно', 'готовый', 'путь', 'вопрос', 'высокий', 'взгляд', 'борьба', 'обстановка', 'превентивный', 'развитие', 'массовый', 'неэффективный', 'сложный', 'угроза', 'настоящий', 'медицинский', 'вывод', 'образ', 'помощь', 'нынешний', 'современный', 'шаг', 'недостаток', 'процесс', 'изменение', 'необходимо', 'побочный', 'появление', 'наличие', 'точка', 'условие', 'уровень', 'связь', 'искусственный', 'тщательный', 'опасный', 'ответ', 'способ', 'эпидемия', 'отсутствие', 'предотвращение', 'усилие', 'жизненный', 'масштабный', 'польза', 'социальный', 'здоровье', 'недостаточно', 'способный', 'факт', 'единственный', 'ошибка', 'безопасный', 'далее', 'отдельный', 'активность', 'должно', 'пример', 'спасение', 'ядерный', 'замедление', 'разный', 'огромный', 'реализация', 'практика', 'взаимный', 'достаточный', 'сторона', 'план', 'дополнительный', 'полностью', 'контакт', 'чисто', 'распространение', 'например', 'цель', 'следовать', 'проблема', 'системный', 'данный', 'форма', 'также', 'ситуация', 'место', 'причина', 'прямой', 'ответственный', 'серьезный', 'реальный', 'риск', 'решение', 'помогать', 'явление', 'применение', 'защита', 'критически', 'зрение', 'общество', 'эффективный', 'нуждаться', 'влияние', 'сохранение', 'полный', 'зависимость', 'должный', 'различный', 'последствие', 'уязвимый', 'важно', 'усиление', 'система', 'возможность', 'пандемия', 'необходимость', 'опыт', 'принцип', 'вызов', 'вред', 'будущее', 'правильный', 'постсоветский', 'существовать', 'сила', 'трудность', 'возможный', 'полезный', 'вариант', 'ряд', 'важный', 'эффективность']",0,COVID threat & fight
92,"['июнь', 'самоизоляция', 'режим', 'открываться', 'магазин', 'работа', 'неделя', 'месяц', 'открывать', 'разрешать', 'центр', 'роспотребнадзор', 'также', 'власть', 'соблюдать', 'правило', 'правительство', 'крым', 'регион', 'продлять', 'детский', 'повышенный', 'продление', 'приходиться', 'масочный', 'житель', 'запрет', 'парк', 'грузия', 'июль', 'ресторан', 'близкий', 'нарушение', 'отмена', 'кинотеатр', 'глава', 'мероприятие', 'мариам', 'никурадзе', 'дождаться', 'клуб', 'парикмахерская', 'открытый', 'работать', 'утверждать', 'адрес', 'выезд']","['перечень', 'карантин', 'поправка', 'гражданин', 'силовик', 'домашний', 'положение', 'житель', 'чп', 'распоряжение', 'общественный', 'фсин', 'комендантский', 'митинг', 'указ', 'вывоз', 'кабмин', 'полиция', 'ношение', 'запрет', 'контроль', 'карательный', 'закон', 'обязанность', 'карантинный', 'полицейский', 'информирование', 'скопление', 'конституционный', 'суд', 'свобода', 'лишение', 'требовать', 'пункт', 'добровольный', 'территория', 'москвич', 'штраф', 'дистанция', 'роспотребнадзор', 'соблюдение', 'обращение', 'правонарушение', 'протест', 'всеобщий', 'право', 'собянин', 'введение', 'выезд', 'ограничение', 'уголовный', 'мероприятие', 'передвижение', 'заключенный', 'лицо', 'инструкция', 'федерация', 'мэр', 'запрещать', 'рекомендация', 'въезд', 'соответствие', 'конституция', 'ограничительный', 'жесткий', 'предосторожность', 'штрафовать', 'ответственность', 'исполнение', 'призыв', 'подчиняться', 'требование', 'нарушение', 'отказ', 'нарушитель', 'эпидемиологический', 'постановление', 'правительство', 'блокировка', 'регион', 'правило', 'административный', 'самоизоляция', 'проверка', 'масочный', 'вводиться', 'резидент', 'безответственно', 'наказывать', 'пропускной', 'рф', 'потребовать', 'носить', 'горожанин', 'рекомендовать', 'ограничивать', 'вводить', 'санитарный', 'мера', 'разрешать', 'коап', 'подписывать', 'преступление', 'насилие', 'нарушать', 'изоляция', 'режим', 'дистанцирование', 'обязывать', 'норма', 'повышенный', 'власть', 'безопасность', 'обязательный', 'призывать', 'посещение', 'губернатор', 'чрезвычайный', 'соблюдать', 'кодекс', 'временный', 'порядок']",5,Measures & Law
93,"['москва', 'рассказывать', 'ограничение', 'сайт', 'фото', 'мэр', 'второй', 'столица', 'москвич', 'этап', 'собянин', 'антитело', 'снятие', 'пропуск', 'прогулка', 'эксперт', 'житель', 'начинаться', 'тестирование', 'график', 'действовать', 'гулять', 'волна', 'мера', 'возможность', 'сергей', 'система', 'цифровой', 'тесто', 'проверять', 'июнь', 'полицейский', 'хороший', 'наличие', 'сезонный', 'переходить', 'бессильный', 'заложник', 'гуртоваться', 'вечерний', 'общероссийский']","['перечень', 'карантин', 'поправка', 'гражданин', 'силовик', 'домашний', 'положение', 'житель', 'чп', 'распоряжение', 'общественный', 'фсин', 'комендантский', 'митинг', 'указ', 'вывоз', 'кабмин', 'полиция', 'ношение', 'запрет', 'контроль', 'карательный', 'закон', 'обязанность', 'карантинный', 'полицейский', 'информирование', 'скопление', 'конституционный', 'суд', 'свобода', 'лишение', 'требовать', 'пункт', 'добровольный', 'территория', 'москвич', 'штраф', 'дистанция', 'роспотребнадзор', 'соблюдение', 'обращение', 'правонарушение', 'протест', 'всеобщий', 'право', 'собянин', 'введение', 'выезд', 'ограничение', 'уголовный', 'мероприятие', 'передвижение', 'заключенный', 'лицо', 'инструкция', 'федерация', 'мэр', 'запрещать', 'рекомендация', 'въезд', 'соответствие', 'конституция', 'ограничительный', 'жесткий', 'предосторожность', 'штрафовать', 'ответственность', 'исполнение', 'призыв', 'подчиняться', 'требование', 'нарушение', 'отказ', 'нарушитель', 'эпидемиологический', 'постановление', 'правительство', 'блокировка', 'регион', 'правило', 'административный', 'самоизоляция', 'проверка', 'масочный', 'вводиться', 'резидент', 'безответственно', 'наказывать', 'пропускной', 'рф', 'потребовать', 'носить', 'горожанин', 'рекомендовать', 'ограничивать', 'вводить', 'санитарный', 'мера', 'разрешать', 'коап', 'подписывать', 'преступление', 'насилие', 'нарушать', 'изоляция', 'режим', 'дистанцирование', 'обязывать', 'норма', 'повышенный', 'власть', 'безопасность', 'обязательный', 'призывать', 'посещение', 'губернатор', 'чрезвычайный', 'соблюдать', 'кодекс', 'временный', 'порядок']",5,Measures & Law
